,ID,inchikey,sdftitle,SMILES
678,NCGC00263519-01,PPOSVVJOVKVBPW-UHFFFAOYSA-L,NCGC00263519-01,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.O.O.O.[Na+].[Na+]
679,NCGC00178851-03,GRIXGZQULWMCLU-HUTAOCTPSA-L,NCGC00178851-03,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+]
680,NCGC00024622-05,KSRLIXGNPXAZHD-UHFFFAOYSA-M,NCGC00024622-05,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+]
681,NCGC00344572-01,DEWVPZYHFVYXMZ-QCILGFJPSA-M,NCGC00344572-01,CC1(C)OC[C@@H]2O[C@@]3(C(=O)[O-])OC(C)(C)O[C@H]3[C@@H]2O1.[Na+]
682,NCGC00263525-01,ZGGHKIMDNBDHJB-NRFPMOEYSA-M,NCGC00263525-01,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]
683,NCGC00162232-06,JCNPYMDDOUQTBK-UHFFFAOYSA-M,NCGC00162232-06,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1.[Na+]
684,NCGC00273482-01,OCXSDHJRMYFTMA-KMFBOIRUSA-M,NCGC00273482-01,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
685,NCGC00253607-01,OTTHUQAYARCXLP-UHFFFAOYSA-N,NCGC00253607-01,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1
686,NCGC00015725-15,HYWYRSMBCFDLJT-UHFFFAOYSA-N,NCGC00015725-15,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
687,NCGC00015430-06,SGZRQMALQBXAIQ-UHFFFAOYSA-N,NCGC00015430-06,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
688,NCGC00262959-01,JHELOZJAKXYVBE-UHFFFAOYSA-N,NCGC00262959-01,O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21
689,NCGC00253679-01,XMHNLZXYPAULDF-UHFFFAOYSA-N,NCGC00253679-01,Fc1cc(Br)ccc1CBr
690,NCGC00164574-06,AAKJLRGGTJKAMG-UHFFFAOYSA-N,NCGC00164574-06,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
691,NCGC00160518-03,QIPQASLPWJVQMH-DTORHVGOSA-N,NCGC00160518-03,C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
692,NCGC00167514-02,AOXRBFRFYPMWLR-XGXHKTLJSA-N,NCGC00167514-02,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
693,NCGC00274271-01,LVHOURKCKUYIGK-RGUJTQARSA-N,NCGC00274271-01,CC#C[C@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
694,NCGC00249926-01,APUDBKTWDCXQJA-QIDMFYOTSA-N,NCGC00249926-01,C[C@@H]1CCC[C@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1
695,NCGC00015080-08,NEDVJZNVOSNSHF-KUMOIWDRSA-N,NCGC00015080-08,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-]
696,NCGC00013095-10,GLZPCOQZEFWAFX-JXMROGBWSA-N,NCGC00013095-10,CC(C)=CCC/C(C)=C/CO
697,NCGC00017358-15,JUVIOZPCNVVQFO-HBGVWJBISA-N,NCGC00017358-15,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
698,NCGC00015857-09,OQDPVLVUJFGPGQ-UHFFFAOYSA-N,NCGC00015857-09,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
699,NCGC00253630-01,ZSMRRZONCYIFNB-UHFFFAOYSA-N,NCGC00253630-01,c1ccc2c(c1)CCc1ccccc1N2
700,NCGC00094646-04,IYYZUPMFVPLQIF-UHFFFAOYSA-N,NCGC00094646-04,c1ccc2c(c1)sc1ccccc12
701,NCGC00094719-08,VKYKSIONXSXAKP-UHFFFAOYSA-N,NCGC00094719-08,C1N2CN3CN1CN(C2)C3
702,NCGC00024504-09,VLSMHEGGTFMBBZ-OOZYFLPDSA-N,NCGC00024504-09,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O
703,NCGC00179445-03,JGMOKGBVKVMRFX-HQZYFCCVSA-N,NCGC00179445-03,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
704,NCGC00018122-11,MWYHLEQJTQJHSS-UHFFFAOYSA-N,NCGC00018122-11,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
705,NCGC00166138-04,ONKUMRGIYFNPJW-KIEAKMPYSA-N,NCGC00166138-04,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C
706,NCGC00022391-05,QQOBRRFOVWGIMD-OJAKKHQRSA-N,NCGC00022391-05,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
707,NCGC00016522-10,KHOITXIGCFIULA-UHFFFAOYSA-N,NCGC00016522-10,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
708,NCGC00159420-04,PHPUXYRXPHEJDF-UHFFFAOYSA-N,NCGC00159420-04,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1
709,NCGC00249885-01,FHXBMXJMKMWVRG-SLHNCBLASA-N,NCGC00249885-01,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
710,NCGC00159320-04,XGMPVBXKDAHORN-RBWIMXSLSA-N,NCGC00159320-04,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
711,NCGC00015529-15,HEFNNWSXXWATRW-UHFFFAOYSA-N,NCGC00015529-15,CC(C)Cc1ccc(C(C)C(=O)O)cc1
712,NCGC00015578-12,DKYWVDODHFEZIM-UHFFFAOYSA-N,NCGC00015578-12,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
713,NCGC00015766-13,WYWIFABBXFUGLM-UHFFFAOYSA-N,NCGC00015766-13,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
714,NCGC00093560-05,DBEPLOCGEIEOCV-WSBQPABSSA-N,NCGC00093560-05,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
715,NCGC00021623-05,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,NCGC00021623-05,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
716,NCGC00178741-03,OELFLUMRDSZNSF-BRWVUGGUSA-N,NCGC00178741-03,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
717,NCGC00015389-14,OLBCVFGFOZPWHH-UHFFFAOYSA-N,NCGC00015389-14,CC(C)c1cccc(C(C)C)c1O
718,NCGC00015713-13,PVHUJELLJLJGLN-UHFFFAOYSA-N,NCGC00015713-13,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
719,NCGC00015418-09,HAPOVYFOVVWLRS-UHFFFAOYSA-N,NCGC00015418-09,CCC1(C)CC(=O)NC1=O
720,NCGC00253770-01,NLYNIRQVMRLPIQ-BVCZABNKSA-N,NCGC00253770-01,CCO[C@H]1O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
721,NCGC00094985-05,ZEFNOZRLAWVAQF-UHFFFAOYSA-N,NCGC00094985-05,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
722,NCGC00016829-09,YYUAYBYLJSNDCX-UHFFFAOYSA-N,NCGC00016829-09,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1
723,NCGC00253627-01,KQOXLKOJHVFTRN-UHFFFAOYSA-N,NCGC00253627-01,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
724,NCGC00164497-02,XTOBSLUVJNOXGB-UHFFFAOYSA-N,NCGC00164497-02,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1
725,NCGC00166212-02,SMFHPCZZAAMJJO-UHFFFAOYSA-N,NCGC00166212-02,Cc1ccc(Cl)c(O)c1
726,NCGC00018275-05,IPWKIXLWTCNBKN-UHFFFAOYSA-N,NCGC00018275-05,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
727,NCGC00274066-01,CZFFBEXEKNGXKS-UHFFFAOYSA-N,NCGC00274066-01,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
728,NCGC00263878-02,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,NCGC00263878-02,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
729,NCGC00253763-01,QQKNSPHAFATFNQ-UHFFFAOYSA-N,NCGC00253763-01,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1
730,NCGC00262960-01,NYLJGSLNIOEAHY-FZNHGJLXSA-N,NCGC00262960-01,CCCC(=O)O[C@]1(C(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
731,NCGC00179619-06,TYQXKHPOXXXCTP-CSLYCKPJSA-N,NCGC00179619-06,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
732,NCGC00015834-19,DQMZLTXERSFNPB-UHFFFAOYSA-N,NCGC00015834-19,CCC1(c2ccccc2)C(=O)NCNC1=O
733,NCGC00253675-01,NNDOHYGFLASMFR-UHFFFAOYSA-N,NCGC00253675-01,CCCC(CCC)(C(=O)OCC)C(=O)OCC
734,NCGC00166213-02,LEACJMVNYZDSKR-UHFFFAOYSA-N,NCGC00166213-02,CCCCCCCCCCC(CO)CCCCCCCC
735,NCGC00166024-02,FJLUATLTXUNBOT-UHFFFAOYSA-N,NCGC00166024-02,CCCCCCCCCCCCCCCCN
736,NCGC00253710-01,IUWKNLFTJBHTSD-QIKJAYGVSA-N,NCGC00253710-01,CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(OC)CC[C@@H]12
737,NCGC00253760-01,VXTGHWHFYNYFFV-UHFFFAOYSA-N,NCGC00253760-01,CCCS(=O)c1ccc2[nH]c(NC(=O)OC)nc2c1
738,NCGC00249883-01,FWFVLWGEFDIZMJ-FOMYWIRZSA-N,NCGC00249883-01,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
739,NCGC00016338-10,PUFQVTATUTYEAL-UHFFFAOYSA-N,NCGC00016338-10,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
740,NCGC00015403-05,GQJUGJHJUZSJLZ-UHFFFAOYSA-N,NCGC00015403-05,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C.Cl
741,NCGC00093976-08,JVHPTYWUBOQMBP-RVFAQHLVSA-N,NCGC00093976-08,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl
742,NCGC00016101-10,YGWFCQYETHJKNX-UHFFFAOYSA-N,NCGC00016101-10,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl
743,NCGC00016551-04,LKHWKAGQNOMUFQ-UHFFFAOYSA-N,NCGC00016551-04,CCCNC(C)(C)COC(=O)c1ccccc1.Cl
744,NCGC00179372-03,VWENUKHWZBZSLW-UHFFFAOYSA-N,NCGC00179372-03,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C.Cl
745,NCGC00178395-04,RBGWCEWDAHDPEH-UHFFFAOYSA-N,NCGC00178395-04,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl
746,NCGC00017354-07,FOGDPGQSHLLYIK-XYQGXRRISA-N,NCGC00017354-07,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl
747,NCGC00166140-02,HRZWYHGGJOWGRI-UHFFFAOYSA-N,NCGC00166140-02,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O.Cl.Cl
748,NCGC00160422-02,WEJDYJKJPUPMLH-UHFFFAOYSA-N,NCGC00160422-02,CC(C)(N)Cc1ccc(Cl)cc1.Cl
749,NCGC00016672-04,VEYWWAGBHABATA-UHFFFAOYSA-N,NCGC00016672-04,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1.Cl
750,NCGC00016528-05,SARMGXPVOFNNNG-UHFFFAOYSA-N,NCGC00016528-05,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl
751,NCGC00160424-02,ASTCUURTJCZRSC-UHFFFAOYSA-N,NCGC00160424-02,CC(Cc1ccccc1)NCc1ccccc1Cl.Cl
752,NCGC00091835-10,QZIQJVCYUQZDIR-UHFFFAOYSA-N,NCGC00091835-10,CN(CCCl)CCCl.Cl
753,NCGC00178520-03,UCDKONUHZNTQPY-UHFFFAOYSA-N,NCGC00178520-03,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl
754,NCGC00166308-02,JFMGBGLSDVIOHL-UHFFFAOYSA-N,NCGC00166308-02,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl
755,NCGC00016395-06,LPRLDRXGWKXRMQ-UHFFFAOYSA-N,NCGC00016395-06,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl
756,NCGC00274063-01,OJLOGBZTFKPHDQ-UHFFFAOYSA-N,NCGC00274063-01,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1.Cl
757,NCGC00178238-05,MGCQZNBCJBRZDT-UHFFFAOYSA-N,NCGC00178238-05,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl
758,NCGC00015810-12,UOTMYNBWXDUBNX-UHFFFAOYSA-N,NCGC00015810-12,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl
759,NCGC00161399-03,UDKSNBMNKLDHNK-UHFFFAOYSA-N,NCGC00161399-03,COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2.Cl
760,NCGC00167574-03,WVHBEIJGAINUBW-UHFFFAOYSA-N,NCGC00167574-03,Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
761,NCGC00177995-02,KNWODGJQLCISLC-UHFFFAOYSA-N,NCGC00177995-02,Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O
762,NCGC00168784-03,OKKDEIYWILRZIA-OSZBKLCCSA-N,NCGC00168784-03,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
763,NCGC00159378-04,JOVOSQBPPZZESK-UHFFFAOYSA-N,NCGC00159378-04,Cl.NNc1ccccc1
764,NCGC00016026-10,IWSWDOUXSCRCKW-UHFFFAOYSA-N,NCGC00016026-10,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl
765,NCGC00263576-01,UPRWQSQENCASAD-VWXCRWSYSA-N,NCGC00263576-01,CC(C)CC(NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O.Cl
766,NCGC00095152-09,YTNKWDJILNVLGX-UHFFFAOYSA-N,NCGC00095152-09,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl
767,NCGC00182965-05,RDNLAULGBSQZMP-UHFFFAOYSA-N,NCGC00182965-05,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
768,NCGC00263918-03,MWWSFMDVAYGXBV-RUELKSSGSA-N,NCGC00263918-03,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
769,NCGC00015012-09,FZSPJBYOKQPKCD-UHFFFAOYSA-N,NCGC00015012-09,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
770,NCGC00016868-12,FSQKKOOTNAMONP-UHFFFAOYSA-N,NCGC00016868-12,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
771,NCGC00027930-07,YHXISWVBGDMDLQ-UHFFFAOYSA-N,NCGC00027930-07,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
772,NCGC00091071-08,YVGGHNCTFXOJCH-UHFFFAOYSA-N,NCGC00091071-08,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
773,NCGC00021152-06,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,NCGC00021152-06,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
774,NCGC00181350-03,YCOYDOIWSSHVCK-UHFFFAOYSA-N,NCGC00181350-03,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
775,NCGC00178168-04,AAOVKJBEBIDNHE-UHFFFAOYSA-N,NCGC00178168-04,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
776,NCGC00092377-04,JGPJQFOROWSRRS-UHFFFAOYSA-N,NCGC00092377-04,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
777,NCGC00166203-02,DAASOABUJRMZAD-UHFFFAOYSA-N,NCGC00166203-02,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl
778,NCGC00016957-05,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,NCGC00016957-05,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
779,NCGC00015226-12,JWBOIMRXGHLCPP-UHFFFAOYSA-N,NCGC00015226-12,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
780,NCGC00014684-04,YXVGPSQAIBDQJD-UHFFFAOYSA-N,NCGC00014684-04,Clc1ccccc1-c1nc(-c2ccncc2)no1
781,NCGC00022019-03,FBRAWBYQGRLCEK-AVVSTMBFSA-N,NCGC00022019-03,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C
782,NCGC00249935-01,KEVKBVWYVMVEBG-UHFFFAOYSA-N,NCGC00249935-01,CC(=O)N(CC(=O)N(C)C)c1ccccc1
783,NCGC00249914-01,FYJJXENSONZJRG-UHFFFAOYSA-N,NCGC00249914-01,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1
784,NCGC00253751-01,RHUWRJWFHUKVED-UHFFFAOYSA-N,NCGC00253751-01,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1
785,NCGC00182081-04,HDOZVRUNCMBHFH-UHFFFAOYSA-N,NCGC00182081-04,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
786,NCGC00095124-08,YASAKCUCGLMORW-UHFFFAOYSA-N,NCGC00095124-08,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
787,NCGC00015252-12,JJCFRYNCJDLXIK-UHFFFAOYSA-N,NCGC00015252-12,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
788,NCGC00181341-02,FWLKKPKZQYVAFR-LVEZLNDCSA-N,NCGC00181341-02,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O
789,NCGC00160388-04,OBWGMKKHCLHVIE-UHFFFAOYSA-N,NCGC00160388-04,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1
790,NCGC00096077-06,KVWDHTXUZHCGIO-UHFFFAOYSA-N,NCGC00096077-06,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
791,NCGC00017326-05,JZUTXVTYJDCMDU-RBUKOAKNSA-N,NCGC00017326-05,COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2cc3c(cc2CCN1C)OCO3
792,NCGC00016058-07,MNJNPLVXBISNSX-WDNDVIMCSA-N,NCGC00016058-07,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2
793,NCGC00167513-04,UHTHHESEBZOYNR-UHFFFAOYSA-N,NCGC00167513-04,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
794,NCGC00160400-02,NKDJNEGDJVXHKM-UHFFFAOYSA-N,NCGC00160400-02,CNc1c2c(nn1C)CCCC2
795,NCGC00015708-15,QSLMDECMDJKHMQ-UHFFFAOYSA-N,NCGC00015708-15,CNCCCC12CCC(c3ccccc31)c1ccccc12
796,NCGC00249607-02,LNBQBURECUEBKZ-UHFFFAOYSA-N,NCGC00249607-02,COC(=O)C(Cl)C(=O)OC
797,NCGC00016418-15,QXKHYNVANLEOEG-UHFFFAOYSA-N,NCGC00016418-15,COc1c2occc2cc2ccc(=O)oc12
798,NCGC00016747-07,QVZCXCJXTMIDME-UHFFFAOYSA-N,NCGC00016747-07,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
799,NCGC00344584-01,SGTNSNPWRIOYBX-UHFFFAOYSA-N,NCGC00344584-01,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
800,NCGC00262967-01,MYCMTMIGRXJNSO-UHFFFAOYSA-N,NCGC00262967-01,CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1
801,NCGC00016511-08,BFPSDSIWYFKGBC-UHFFFAOYSA-N,NCGC00016511-08,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
802,NCGC00016327-11,HSMPDPBYAYSOBC-UHFFFAOYSA-N,NCGC00016327-11,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
803,NCGC00253591-01,JWMQOWBYKLZSPY-UHFFFAOYSA-N,NCGC00253591-01,COc1ccnc2c1CCCCC2S(=O)c1nc2ccccc2[nH]1
804,NCGC00015970-11,MLKXDPUZXIRXEP-MFOYZWKCSA-N,NCGC00015970-11,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1
805,NCGC00164789-04,VWUXBMIQPBEWFH-WCCTWKNTSA-N,NCGC00164789-04,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
806,NCGC00016401-09,DMDGGSIALPNSEE-UHFFFAOYSA-N,NCGC00016401-09,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
807,NCGC00016047-11,WZBWBNCQUTXYEL-UHFFFAOYSA-N,NCGC00016047-11,FC(F)(F)c1ccccc1-n1ccnc1
808,NCGC00023722-08,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,NCGC00023722-08,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
809,NCGC00167744-02,DKMFBWQBDIGMHM-UHFFFAOYSA-N,NCGC00167744-02,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
810,NCGC00015964-17,DKGZKTPJOSAWFA-UHFFFAOYSA-N,NCGC00015964-17,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
811,NCGC00167808-02,VGIGHGMPMUCLIQ-UHFFFAOYSA-N,NCGC00167808-02,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1
812,NCGC00165971-02,UWEYRJFJVCLAGH-UHFFFAOYSA-N,NCGC00165971-02,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F
813,NCGC00160402-02,IKYIXZSIKOYSLD-UHFFFAOYSA-N,NCGC00160402-02,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1
814,NCGC00166249-03,OALHHIHQOFIMEF-UHFFFAOYSA-N,NCGC00166249-03,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I
815,NCGC00164619-02,YBBLVLTVTVSKRW-UHFFFAOYSA-N,NCGC00164619-02,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
816,NCGC00015675-11,PZRHRDRVRGEVNW-UHFFFAOYSA-N,NCGC00015675-11,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
817,NCGC00167817-02,FBMYKMYQHCBIGU-UHFFFAOYSA-N,NCGC00167817-02,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
818,NCGC00166240-02,HPHBOJANXDKUQD-UHFFFAOYSA-N,NCGC00166240-02,N#CCC(=O)NN
819,NCGC00090698-06,OWRCNXZUPFZXOS-UHFFFAOYSA-N,NCGC00090698-06,N=C(Nc1ccccc1)Nc1ccccc1
820,NCGC00016322-13,MQJKPEGWNLWLTK-UHFFFAOYSA-N,NCGC00016322-13,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
821,NCGC00159375-04,CBCKQZAAMUWICA-UHFFFAOYSA-N,NCGC00159375-04,Nc1ccc(N)cc1
